miRNA,Gene
hsa-miR-4531,RAC3
hsa-miR-484,RAC3
hsa-miR-125b-5p,RAF1
hsa-miR-16-5p,RAF1
hsa-miR-186-5p,RAF1
hsa-miR-19a-3p,RAF1
hsa-miR-19b-3p,RAF1
hsa-miR-23b-3p,RAF1
hsa-miR-3690,RAF1
hsa-miR-122-5p,RHOA
hsa-miR-125a-3p,RHOA
hsa-miR-155-5p,RHOA
hsa-miR-185-5p,RHOA
hsa-miR-218-5p,RHOA
hsa-miR-221-3p,RHOA
hsa-miR-31-5p,RHOA
hsa-miR-3613-3p,RHOA
hsa-miR-483-3p,RHOA
hsa-miR-548h-3p,RHOA
hsa-miR-548z,RHOA
hsa-miR-592,RHOA
hsa-miR-597-5p,RHOA
hsa-miR-145-5p,ROCK1
hsa-miR-146a-5p,ROCK1
hsa-miR-148b-3p,ROCK1
hsa-miR-142-3p,ROCK2
hsa-miR-200b-3p,ROCK2
hsa-miR-30a-5p,ROCK2
hsa-miR-30b-5p,ROCK2
hsa-miR-30c-5p,ROCK2
hsa-miR-30d-5p,ROCK2
hsa-miR-30e-5p,ROCK2
hsa-miR-411-3p,ROCK2
hsa-miR-4455,ROCK2
hsa-miR-574-5p,ROCK2
hsa-miR-34a-5p,RRAS
hsa-miR-106a-5p,RRAS2
hsa-miR-106b-5p,RRAS2
hsa-miR-17-5p,RRAS2
hsa-miR-19a-3p,RRAS2
hsa-miR-19b-3p,RRAS2
hsa-miR-20a-5p,RRAS2
hsa-miR-20b-5p,RRAS2
hsa-miR-23b-3p,RRAS2
hsa-miR-26b-5p,RRAS2
hsa-miR-3161,RRAS2
hsa-miR-519d-3p,RRAS2
hsa-miR-548ah-5p,RRAS2
hsa-miR-548n,RRAS2
hsa-miR-549a,RRAS2
hsa-miR-93-5p,RRAS2
hsa-miR-944,RRAS2
hsa-let-7g-5p,SMAD2
hsa-miR-146a-5p,SMAD2
hsa-miR-155-5p,SMAD2
hsa-miR-181a-5p,SMAD2
hsa-miR-18a-5p,SMAD2
hsa-miR-18b-5p,SMAD2
hsa-miR-200b-3p,SMAD2
hsa-miR-27a-3p,SMAD2
hsa-miR-27b-3p,SMAD2
hsa-miR-324-5p,SMAD2
hsa-miR-329-3p,SMAD2
hsa-miR-3613-3p,SMAD2
hsa-miR-361-5p,SMAD2
hsa-miR-484,SMAD2
hsa-miR-503-5p,SMAD2
hsa-miR-505-3p,SMAD2
hsa-miR-548av-3p,SMAD2
hsa-miR-548g-3p,SMAD2
hsa-miR-143-3p,SMAD3
hsa-miR-145-5p,SMAD3
hsa-miR-155-5p,SMAD3
hsa-miR-15a-5p,SMAD3
hsa-miR-15b-5p,SMAD3
hsa-miR-16-5p,SMAD3
hsa-miR-17-5p,SMAD3
hsa-miR-18a-5p,SMAD3
hsa-miR-92b-3p,SMAD3
hsa-miR-106a-5p,SMAD4
hsa-miR-106b-5p,SMAD4
hsa-miR-125a-5p,SMAD4
hsa-miR-125b-5p,SMAD4
hsa-miR-1260b,SMAD4
hsa-miR-130a-3p,SMAD4
hsa-miR-145-5p,SMAD4
hsa-miR-146a-5p,SMAD4
hsa-miR-154-5p,SMAD4
hsa-miR-155-5p,SMAD4
hsa-miR-17-5p,SMAD4
hsa-miR-186-5p,SMAD4
hsa-miR-18a-5p,SMAD4
hsa-miR-199a-5p,SMAD4
hsa-miR-19a-3p,SMAD4
hsa-miR-19b-3p,SMAD4
hsa-miR-20a-5p,SMAD4
hsa-miR-20b-5p,SMAD4
hsa-miR-26a-5p,SMAD4
hsa-miR-27a-3p,SMAD4
hsa-miR-27b-3p,SMAD4
hsa-miR-301a-3p,SMAD4
hsa-miR-302a-5p,SMAD4
hsa-miR-34a-5p,SMAD4
hsa-miR-371b-5p,SMAD4
hsa-miR-454-3p,SMAD4
hsa-miR-483-3p,SMAD4
hsa-miR-519a-3p,SMAD4
hsa-miR-519d-3p,SMAD4
hsa-miR-888-5p,SMAD4
hsa-miR-92a-3p,SMAD4
hsa-miR-93-5p,SMAD4
hsa-miR-128-3p,SOS1
hsa-miR-23b-3p,SOS1
hsa-miR-27a-3p,SOS1
hsa-miR-27b-3p,SOS1
hsa-miR-3613-3p,SOS1
hsa-miR-433-5p,SOS1
hsa-miR-148b-3p,SOS2
hsa-miR-152-3p,SOS2
hsa-miR-30a-3p,SOS2
hsa-miR-181a-5p,SPRY2
hsa-miR-21-5p,SPRY2
hsa-miR-23a-3p,SPRY2
hsa-miR-26b-5p,SPRY2
hsa-miR-27a-3p,SPRY2
hsa-miR-331-3p,SPTAN1
hsa-miR-34a-5p,SPTAN1
hsa-miR-23b-3p,SRC
hsa-miR-31-5p,SRC
hsa-miR-34a-5p,SRC
hsa-miR-10a-5p,SYMPK
hsa-miR-92b-3p,SYMPK
hsa-miR-940,SYMPK
hsa-miR-141-3p,TCF7L1
hsa-miR-200b-3p,TCF7L1
hsa-miR-106a-5p,TCF7L2
hsa-miR-106b-5p,TCF7L2
hsa-miR-130a-3p,TCF7L2
hsa-miR-148b-3p,TCF7L2
hsa-miR-17-5p,TCF7L2
hsa-miR-193a-3p,TCF7L2
hsa-miR-200b-3p,TCF7L2
hsa-miR-20a-5p,TCF7L2
hsa-miR-20b-5p,TCF7L2
hsa-miR-217,TCF7L2
hsa-miR-301a-3p,TCF7L2
hsa-miR-324-5p,TCF7L2
hsa-miR-3606-3p,TCF7L2
hsa-miR-3613-3p,TCF7L2
hsa-miR-371b-5p,TCF7L2
hsa-miR-4435,TCF7L2
hsa-miR-454-3p,TCF7L2
hsa-miR-485-3p,TCF7L2
hsa-miR-505-3p,TCF7L2
hsa-miR-513a-3p,TCF7L2
hsa-miR-519a-3p,TCF7L2
hsa-miR-519d-3p,TCF7L2
hsa-miR-539-3p,TCF7L2
hsa-miR-891b,TCF7L2
hsa-miR-93-5p,TCF7L2
hsa-miR-122-5p,TGFB1
hsa-miR-130a-3p,TGFB1
hsa-miR-17-5p,TGFB1
hsa-miR-19b-3p,TGFB1
hsa-miR-21-5p,TGFB1
hsa-miR-24-3p,TGFB1
hsa-miR-29b-3p,TGFB1
hsa-miR-324-3p,TGFB1
hsa-miR-93-5p,TGFB1
hsa-miR-141-3p,TGFB2
hsa-miR-21-5p,TGFB2
hsa-miR-29b-3p,TGFB2
hsa-miR-3690,TGFB2
hsa-miR-378e,TGFB2
hsa-miR-378f,TGFB2
hsa-miR-422a,TGFB2
hsa-miR-619-3p,TGFB2
hsa-let-7b-5p,TJP1
hsa-miR-103a-3p,TJP1
hsa-miR-105-5p,TJP1
hsa-miR-107,TJP1
hsa-miR-155-5p,TJP1
hsa-miR-17-5p,TJP1
hsa-miR-194-5p,TJP1
hsa-miR-324-3p,TJP1
hsa-miR-411-3p,TJP1
hsa-miR-548ah-3p,TJP1
hsa-miR-548h-3p,TJP1
hsa-miR-548j-3p,TJP1
hsa-miR-548z,TJP1
hsa-miR-34a-5p,TJP2
hsa-miR-184,TJP3
hsa-miR-1915-3p,TJP3
hsa-miR-106a-5p,TP53
hsa-miR-106b-5p,TP53
hsa-miR-125a-5p,TP53
hsa-miR-125b-5p,TP53
hsa-miR-15a-5p,TP53
hsa-miR-16-5p,TP53
hsa-miR-17-5p,TP53
hsa-miR-185-5p,TP53
hsa-miR-18a-5p,TP53
hsa-miR-19a-3p,TP53
hsa-miR-19b-3p,TP53
hsa-miR-20a-5p,TP53
hsa-miR-214-3p,TP53
hsa-miR-221-3p,TP53
hsa-miR-222-3p,TP53
hsa-miR-25-3p,TP53
hsa-miR-27a-3p,TP53
hsa-miR-3065-5p,TP53
hsa-miR-30a-5p,TP53
hsa-miR-30b-5p,TP53
hsa-miR-30c-5p,TP53
hsa-miR-30d-5p,TP53
hsa-miR-30e-5p,TP53
hsa-miR-324-5p,TP53
hsa-miR-34a-5p,TP53
hsa-miR-4531,TP53
hsa-miR-454-3p,TP53
hsa-miR-504-5p,TP53
hsa-miR-5196-3p,TP53
hsa-miR-608,TP53
hsa-miR-612,TP53
hsa-miR-1276,VAPA
hsa-miR-30a-5p,VAPA
hsa-miR-30b-5p,VAPA
hsa-miR-30c-5p,VAPA
hsa-miR-30d-5p,VAPA
hsa-miR-30e-5p,VAPA
hsa-miR-329-3p,VAPA
hsa-miR-377-3p,VAPA
hsa-let-7a-5p,VAV2
hsa-miR-155-5p,VAV2
hsa-miR-15a-5p,VAV2
hsa-miR-15b-5p,VAV2
hsa-miR-16-5p,VAV2
hsa-miR-214-3p,VAV2
hsa-miR-218-5p,VAV2
hsa-miR-331-3p,VAV2
hsa-miR-424-5p,VAV2
hsa-miR-761,VAV2
hsa-miR-1180-5p,VAV3
hsa-miR-1226-5p,VAV3
hsa-miR-1234-3p,VAV3
hsa-miR-149-5p,VAV3
hsa-miR-186-5p,VAV3
hsa-miR-199a-5p,VAV3
hsa-miR-199b-5p,VAV3
hsa-miR-2117,VAV3
hsa-miR-23a-3p,VAV3
hsa-miR-23b-3p,VAV3
hsa-miR-23c,VAV3
hsa-miR-30a-3p,VAV3
hsa-miR-324-3p,VAV3
hsa-miR-34a-5p,VAV3
hsa-miR-4435,VAV3
hsa-miR-4532,VAV3
hsa-miR-455-5p,VAV3
hsa-miR-498,VAV3
hsa-miR-520a-5p,VAV3
hsa-miR-561-5p,VAV3
hsa-miR-766-3p,VAV3
hsa-miR-98-5p,VAV3
hsa-let-7a-5p,VCL
hsa-let-7b-5p,VCL
hsa-let-7c-5p,VCL
hsa-let-7d-5p,VCL
hsa-let-7e-5p,VCL
hsa-let-7f-5p,VCL
hsa-let-7g-5p,VCL
hsa-let-7i-5p,VCL
hsa-miR-125b-5p,VCL
hsa-miR-15a-5p,VCL
hsa-miR-15b-5p,VCL
hsa-miR-16-5p,VCL
hsa-miR-222-3p,VCL
hsa-miR-34a-5p,VCL
hsa-miR-98-5p,VCL
hsa-let-7b-5p,WASF1
hsa-miR-122-5p,WASF1
hsa-miR-411-5p,WASF1
hsa-miR-146a-5p,WASF2
hsa-miR-26b-5p,WASF2
hsa-miR-34a-5p,WASF2
hsa-miR-6728-5p,WASF2
hsa-miR-940,WASF2
hsa-let-7a-5p,WASL
hsa-let-7b-5p,WASL
hsa-let-7c-5p,WASL
hsa-let-7d-5p,WASL
hsa-let-7e-5p,WASL
hsa-let-7f-5p,WASL
hsa-let-7g-5p,WASL
hsa-let-7i-5p,WASL
hsa-miR-106a-5p,WASL
hsa-miR-106b-5p,WASL
hsa-miR-1193,WASL
hsa-miR-128-3p,WASL
hsa-miR-130a-3p,WASL
hsa-miR-142-3p,WASL
hsa-miR-148b-3p,WASL
hsa-miR-152-3p,WASL
hsa-miR-17-5p,WASL
hsa-miR-19a-3p,WASL
hsa-miR-19b-3p,WASL
hsa-miR-20a-5p,WASL
hsa-miR-20b-5p,WASL
hsa-miR-25-3p,WASL
hsa-miR-27a-3p,WASL
hsa-miR-27b-3p,WASL
hsa-miR-301a-3p,WASL
hsa-miR-323a-3p,WASL
hsa-miR-329-3p,WASL
hsa-miR-363-3p,WASL
hsa-miR-379-5p,WASL
hsa-miR-454-3p,WASL
hsa-miR-495-3p,WASL
hsa-miR-519a-3p,WASL
hsa-miR-519d-3p,WASL
hsa-miR-520h,WASL
hsa-miR-877-5p,WASL
hsa-miR-92a-3p,WASL
hsa-miR-92b-3p,WASL
hsa-miR-93-5p,WASL
hsa-miR-98-5p,WASL
hsa-miR-100-5p,YBX3
hsa-miR-155-5p,YBX3
hsa-miR-16-5p,YBX3
hsa-miR-18a-5p,YBX3
hsa-miR-191-5p,YBX3
hsa-miR-30a-5p,YBX3
hsa-miR-92a-3p,YBX3
hsa-miR-106b-5p,YES1
hsa-miR-10a-5p,YES1
hsa-miR-125a-5p,YES1
hsa-miR-142-3p,YES1
hsa-miR-145-5p,YES1
hsa-miR-17-5p,YES1
hsa-miR-186-5p,YES1
hsa-miR-24-3p,YES1
hsa-miR-519a-3p,YES1
hsa-miR-548ah-3p,YES1
hsa-miR-548h-3p,YES1
hsa-miR-548j-3p,YES1
hsa-miR-548z,YES1
hsa-miR-141-3p,ZEB1
hsa-miR-200b-3p,ZEB1
hsa-miR-2113,ZEB1
hsa-miR-23b-3p,ZEB1
hsa-miR-4455,ZEB1
hsa-miR-494-3p,ZEB1
hsa-miR-574-5p,ZEB1
